-4.34,40.50,-8.32
-3.98,40.86,-9.71
-3.08,42.48,-8.49
-4.16,42.48,-9.19
-3.98,42.30,-9.36
-3.62,41.58,-9.71
-3.62,43.37,-8.67
-3.80,42.48,-8.49
-4.34,42.30,-8.32
-6.52,42.30,-10.06
-4.34,41.22,-9.36
-5.43,42.66,-9.02
-6.33,41.76,-8.84
-5.25,43.55,-8.15
-5.07,41.58,-8.67
-4.89,42.48,-9.19
-5.79,43.37,-8.32
-6.15,42.30,-9.71
-6.70,42.83,-8.84
-5.61,42.83,-8.49
-6.15,43.37,-9.02
-6.15,43.01,-7.63
-6.52,42.66,-8.32
-6.52,43.37,-9.02
-5.79,41.94,-7.63
-4.89,41.76,-9.88
-6.88,41.94,-9.36
-5.43,41.58,-8.32
-6.52,42.66,-8.67
-7.42,42.48,-10.92
-6.70,42.83,-9.19
-7.42,43.55,-8.49
-6.33,43.91,-9.19
-6.33,43.91,-9.54
-5.43,42.66,-8.67
-6.88,44.45,-8.67
-7.42,43.19,-8.84
-6.70,44.63,-9.54
-7.24,45.16,-9.02
-5.43,43.37,-9.36
-5.79,43.73,-8.67
-7.06,44.99,-9.54
-5.79,44.09,-8.32
-5.43,43.01,-9.36
-5.79,43.37,-9.02
-5.25,45.70,-10.58
-6.33,42.83,-10.58
-3.80,42.83,-8.49
-4.34,43.01,-10.40
-2.35,44.27,-8.84
-4.16,42.83,-11.27
-1.63,41.76,-10.23
-0.36,40.86,-11.10
-0.18,41.76,-13.00
0.18,42.48,-12.66
3.26,41.58,-12.14
0.36,40.86,-13.18
3.62,39.79,-14.56
5.61,39.97,-14.39
4.52,39.97,-14.74
6.70,39.97,-17.16
7.06,39.61,-17.86
8.69,40.15,-18.03
11.04,39.25,-19.59
11.58,38.35,-20.11
11.04,37.46,-20.28
12.67,38.71,-22.54
14.12,36.92,-24.27
14.12,37.64,-26.01
15.02,36.38,-27.91
14.48,36.56,-28.09
14.48,36.20,-29.82
17.01,34.77,-29.47
17.01,34.77,-31.90
17.19,34.95,-33.46
17.74,33.69,-33.29
18.10,34.41,-34.33
17.74,34.05,-33.63
18.10,34.77,-33.98
19.55,34.77,-36.06
17.56,34.23,-36.93
18.64,36.74,-37.62
18.64,33.87,-39.01
18.28,35.67,-39.01
20.09,36.38,-41.78
18.28,35.67,-42.47
19.55,38.35,-44.04
19.18,35.84,-44.38
19.36,36.02,-46.29
19.36,36.38,-46.98
20.27,36.92,-48.54
19.18,36.20,-47.50
19.18,38.35,-47.50
19.73,37.82,-49.76
18.64,38.53,-51.49
19.36,37.82,-52.88
17.37,39.07,-53.05
19.18,37.28,-54.44
19.00,38.53,-53.92
17.56,40.68,-56.34
18.10,38.35,-56.52
16.65,37.64,-58.25
17.19,38.17,-58.08
18.10,38.00,-59.98
16.83,38.17,-60.51
17.92,38.89,-60.51
16.29,38.35,-61.03
15.75,37.10,-62.59
16.47,37.46,-63.63
15.02,37.10,-65.71
14.12,35.84,-66.92
13.57,36.02,-69.52
13.75,35.13,-70.73
12.49,35.31,-70.91
13.75,34.05,-72.12
13.03,32.98,-71.77
12.67,32.98,-73.85
11.58,32.62,-73.51
10.32,33.16,-75.07
11.22,31.18,-74.20
11.58,31.54,-75.24
9.95,29.57,-75.41
9.23,32.08,-77.84
7.60,29.39,-79.06
9.23,29.57,-78.54
8.51,31.36,-79.23
5.25,30.29,-80.27
5.25,29.57,-80.27
5.61,28.50,-82.00
4.89,28.14,-82.70
2.71,28.50,-83.04
3.44,28.14,-82.70
1.45,26.88,-83.91
1.45,27.96,-84.26
-0.18,25.99,-86.51
0.18,25.63,-86.86
-1.09,25.45,-87.38
-0.54,24.20,-87.20
-2.90,25.81,-88.76
-4.52,23.84,-88.59
-3.62,24.37,-89.11
-6.88,24.37,-90.50
-6.33,24.91,-89.63
-7.96,24.02,-90.84
-8.69,22.94,-91.54
-9.59,23.84,-91.71
-8.14,23.48,-92.75
-9.59,24.20,-92.75
-10.32,22.04,-91.71
-10.86,22.94,-91.54
-12.31,22.58,-92.58
-12.85,21.69,-92.40
-12.85,20.97,-93.10
-12.49,22.04,-92.75
-13.21,20.97,-92.75
-13.03,20.07,-92.23
-12.31,21.51,-92.23
-13.57,19.54,-92.75
-13.21,20.97,-94.48
-12.67,20.79,-93.27
-12.49,20.61,-93.44
-15.20,19.00,-93.62
-14.48,19.71,-94.31
-16.11,18.10,-93.10
-15.56,17.56,-92.92
-17.92,17.03,-94.48
-17.01,16.49,-93.62
-19.18,16.49,-94.66
-20.81,18.10,-94.83
-21.54,16.67,-94.83
-22.26,15.95,-92.75
-22.80,15.41,-92.58
-23.89,16.85,-93.27
-23.89,15.05,-94.66
-26.42,13.26,-94.66
-27.51,15.05,-93.96
-27.69,14.52,-93.79
-29.86,14.52,-92.75
-29.32,13.98,-93.62
-30.59,13.80,-94.83
-31.49,14.70,-93.96
-32.40,13.44,-91.71
-32.58,14.34,-93.96
-31.85,14.34,-94.31
-34.02,13.26,-92.58
-34.21,13.08,-92.06
-34.39,12.55,-92.92
-34.93,13.08,-93.79
-34.93,14.52,-92.75
-36.74,13.44,-92.40
-40.00,13.08,-92.40
-38.19,13.44,-92.06
-37.83,13.80,-92.40
-38.55,13.80,-90.67
-39.82,12.90,-91.88
-40.54,13.62,-91.88
-43.25,14.16,-91.36
-40.72,12.72,-91.71
-43.07,12.19,-91.19
-43.80,11.83,-91.88
-43.44,11.83,-88.76
-45.97,12.19,-89.80
-45.97,13.62,-90.84
-46.69,12.19,-89.80
-46.15,12.37,-89.98
-46.51,13.08,-89.28
-46.87,12.72,-87.90
-48.32,11.29,-87.55
-47.60,12.01,-88.59
-47.24,12.01,-88.59
-49.41,12.37,-87.90
-47.78,11.83,-88.42
-47.06,12.90,-86.34
-49.23,12.19,-88.76
-46.15,12.37,-88.59
-47.60,12.72,-88.94
-47.78,12.19,-87.72
-45.79,12.72,-88.24
-44.70,14.16,-87.20
-44.52,12.90,-88.42
-44.34,12.72,-89.98
-43.44,12.55,-90.50
-41.08,14.16,-89.63
-41.44,12.72,-92.40
-38.91,12.37,-92.06
-38.01,14.70,-93.62
-36.38,13.08,-92.06
-36.74,14.52,-93.44
-31.85,13.26,-93.62
-29.50,14.52,-94.83
-28.41,14.88,-93.79
-27.15,15.05,-94.66
-24.25,15.41,-95.35
-23.89,16.13,-95.35
-22.62,17.03,-94.14
-19.73,18.10,-93.79
-19.55,17.21,-95.70
-17.56,17.74,-94.14
-16.47,19.18,-92.75
-12.67,20.07,-92.92
-11.40,18.46,-92.75
-9.95,20.25,-91.71
-8.69,19.71,-93.27
-8.51,21.33,-91.02
-5.97,20.61,-90.32
-4.16,20.97,-88.94
-2.17,21.15,-88.76
-1.81,23.66,-87.38
1.81,22.22,-85.99
0.90,23.48,-86.86
3.26,22.58,-84.26
4.52,25.27,-84.08
5.61,24.55,-81.31
6.88,25.09,-80.79
9.23,26.70,-80.27
9.41,25.09,-78.02
10.50,26.17,-78.02
10.68,25.99,-76.45
11.76,27.42,-74.72
11.94,26.88,-75.24
15.38,26.70,-72.29
14.12,28.32,-69.35
16.47,28.86,-70.91
15.56,29.75,-68.65
16.11,29.21,-67.44
16.29,30.11,-67.61
15.38,32.08,-65.36
17.74,30.83,-63.45
17.19,33.51,-61.55
17.01,31.18,-62.07
16.29,32.98,-59.98
17.56,33.51,-57.04
19.00,34.95,-55.65
18.46,35.49,-56.52
16.83,34.59,-52.53
19.55,35.13,-50.97
19.00,36.74,-45.94
18.64,36.38,-46.98
18.64,37.10,-44.90
18.82,35.13,-40.57
19.18,35.49,-39.53
17.92,36.74,-37.27
18.10,34.77,-37.10
18.82,35.49,-35.37
17.01,37.64,-34.67
15.20,35.13,-32.25
17.01,36.56,-30.51
15.38,37.10,-30.34
14.48,36.56,-29.13
14.48,37.64,-27.74
13.39,39.07,-26.01
11.40,38.53,-25.83
13.94,39.61,-24.10
12.67,38.71,-23.23
10.13,40.50,-21.84
7.24,42.66,-20.11
7.42,41.76,-20.28
5.79,44.09,-17.68
3.08,41.76,-16.12
3.26,43.01,-15.95
3.80,42.12,-14.74
1.99,43.55,-14.04
0.54,43.55,-13.00
0.00,40.86,-11.79
0.00,40.50,-13.18
-1.99,40.68,-11.62
-1.09,37.28,-9.71
-1.99,36.74,-9.19
-1.27,36.74,-8.15
-2.35,38.17,-9.54
-2.17,36.56,-8.32
-3.44,36.02,-9.54
-2.53,36.92,-8.32
-2.35,36.38,-9.19
-0.36,35.13,-8.67
-1.81,36.20,-9.02
-2.35,34.95,-7.45
-2.71,36.02,-8.49
-1.81,35.13,-8.67
-3.80,34.23,-7.80
-2.90,31.90,-7.63
-2.53,32.26,-6.59
-4.16,30.65,-8.15
-2.71,29.93,-6.41
-3.44,29.39,-6.76
-3.26,29.03,-6.93
-5.43,29.39,-6.24
-5.43,27.96,-6.93
-4.89,27.42,-6.07
-6.15,26.88,-5.55
-5.43,26.17,-6.93
-4.71,24.02,-6.93
-5.25,25.63,-6.41
-5.97,22.40,-7.11
-6.70,23.12,-6.07
-6.70,22.40,-6.76
-6.70,21.33,-6.41
-7.42,21.69,-5.72
-7.96,19.36,-5.55
-7.96,18.28,-4.51
-7.78,19.54,-5.72
-5.61,18.10,-2.60
-5.79,18.64,-4.51
-7.24,19.36,-5.89
-7.60,18.28,-5.55
-8.33,19.00,-5.89
-9.23,16.31,-6.76
-10.50,16.85,-7.28
-9.23,17.38,-6.41
-10.13,16.85,-6.93
-10.68,16.31,-7.11
-11.04,15.23,-6.07
-12.85,16.67,-7.80
-11.22,15.05,-7.28
-10.86,16.49,-7.97
-12.49,16.31,-6.41
-11.40,16.31,-6.76
-9.23,15.95,-6.76
-11.58,13.62,-6.59
-9.41,16.13,-7.63
-8.87,14.52,-7.45
-8.87,15.59,-6.76
-8.69,13.98,-8.32
-9.05,14.70,-8.32
-7.78,14.52,-9.19
-7.78,14.16,-9.19
-5.43,14.70,-10.06
-6.33,12.01,-10.23
-5.25,12.01,-11.62
-3.80,12.37,-11.27
-2.90,11.11,-11.44
-3.80,10.57,-12.31
-3.08,9.86,-13.35
-1.99,9.50,-13.00
-1.27,10.22,-14.74
-2.35,8.42,-14.39
0.54,8.42,-16.12
0.54,5.56,-18.55
2.71,6.27,-19.94
2.90,5.38,-20.11
2.53,3.58,-21.84
2.90,2.51,-24.27
2.71,1.25,-23.75
3.98,1.43,-26.35
3.80,0.18,-27.22
4.34,-2.51,-28.43
4.34,-2.15,-30.86
2.17,-3.23,-32.59
3.98,-5.02,-35.02
4.34,-5.38,-37.79
2.17,-5.38,-37.45
4.34,-7.17,-41.26
2.17,-6.81,-44.04
3.26,-7.17,-45.08
3.26,-8.24,-48.89
3.44,-7.71,-50.45
3.44,-7.71,-53.57
3.08,-7.71,-56.34
0.18,-6.63,-57.73
1.27,-8.07,-59.46
0.18,-6.99,-63.28
-0.36,-6.45,-65.53
-1.63,-6.27,-68.48
-2.71,-5.56,-70.21
-2.90,-4.66,-72.47
-3.98,-4.30,-73.85
-6.52,-5.38,-77.32
-7.42,-3.76,-78.54
-10.13,-2.51,-80.10
-9.95,-1.61,-80.62
-10.86,-0.72,-83.22
-12.67,0.36,-84.26
-13.57,1.97,-85.12
-16.11,3.76,-86.86
-19.00,4.48,-89.28
-20.27,3.23,-89.46
-20.27,5.38,-90.50
-23.17,7.53,-91.19
-24.98,8.96,-90.84
-26.79,9.68,-91.19
-28.23,10.75,-92.23
-31.67,13.08,-91.71
-32.21,13.62,-91.19
-34.39,15.41,-92.23
-35.29,16.31,-91.36
-37.64,17.92,-92.92
-37.46,16.67,-91.71
-39.27,18.82,-91.02
-41.08,20.61,-91.36
-42.53,20.97,-90.67
-41.44,22.76,-89.63
-42.71,25.09,-90.84
-42.53,23.84,-90.67
-45.25,25.09,-90.15
-45.61,26.88,-90.50
-44.70,27.06,-89.63
-45.43,28.14,-88.94
-46.33,27.96,-89.80
-45.61,29.39,-89.80
-45.79,28.50,-89.63
-46.33,28.32,-88.76
-47.06,29.39,-87.72
-46.15,28.14,-88.24
-46.15,29.57,-88.24
-47.24,29.57,-89.28
-47.24,29.93,-89.63
-46.87,28.86,-89.63
-46.33,27.96,-89.11
-45.97,29.39,-88.76
-45.61,28.68,-88.42
-45.06,27.78,-89.98
-46.15,27.42,-88.94
-44.34,27.06,-91.02
-42.53,27.06,-90.67
-42.89,26.70,-92.75
-42.35,26.88,-90.50
-41.44,25.99,-92.06
-40.00,25.27,-91.71
-38.91,24.20,-93.10
-37.64,22.22,-92.58
-35.47,21.51,-93.62
-32.76,21.33,-93.79
-31.31,18.82,-94.83
-30.40,17.92,-94.66
-26.24,17.74,-94.48
-24.79,17.03,-94.48
-24.25,14.70,-94.66
-21.54,15.59,-92.40
-18.28,12.72,-92.75
-15.02,10.57,-89.63
-13.39,11.47,-90.84
-10.86,10.75,-89.11
-7.24,9.68,-86.68
-6.88,6.81,-85.99
-4.52,6.99,-87.20
-2.90,6.45,-84.95
-0.72,8.24,-82.52
1.09,5.38,-80.79
1.99,4.84,-79.58
4.52,6.27,-77.15
5.25,4.84,-75.07
5.25,5.20,-74.37
7.78,5.91,-71.95
8.14,5.91,-71.95
9.41,5.74,-69.69
9.05,5.02,-69.00
10.50,6.09,-67.27
11.76,6.63,-64.67
13.39,7.17,-62.41
13.75,5.02,-60.33
13.21,6.99,-57.38
15.38,5.20,-58.08
14.66,6.99,-55.65
15.02,6.27,-54.61
16.11,5.56,-51.14
16.11,6.99,-49.41
15.75,5.56,-46.29
14.48,6.09,-44.73
14.66,5.91,-43.17
15.56,6.81,-42.30
14.48,6.45,-38.49
12.13,7.71,-36.93
12.85,8.42,-33.81
12.67,8.24,-30.86
10.13,8.60,-27.05
9.77,10.39,-25.66
7.78,11.65,-23.75
8.14,12.01,-21.67
6.52,12.19,-22.19
5.43,14.70,-19.07
3.62,13.98,-17.34
2.17,16.49,-15.26
3.62,17.21,-14.22
1.09,16.85,-14.22
1.09,18.28,-12.48
-0.18,18.46,-12.31
0.00,19.71,-11.44
-1.81,19.71,-10.40
-3.62,19.71,-9.71
-3.98,21.15,-8.67
-5.97,23.12,-8.84
-4.71,21.87,-9.71
-7.06,22.04,-7.80
-8.14,22.76,-6.76
-8.33,24.02,-7.28
-9.41,22.58,-6.59
-9.77,21.15,-5.55
-9.23,22.40,-6.41
-8.87,22.76,-6.07
-8.33,22.58,-6.59
-10.68,21.33,-7.11
-9.05,21.51,-6.93
-9.59,22.76,-5.37
-8.69,22.22,-6.93
-9.05,22.22,-5.55
-9.05,21.15,-6.24
-8.87,23.12,-6.41
-9.59,22.40,-6.76
-9.41,20.43,-4.85
-9.05,21.15,-6.59
-7.24,20.79,-7.63
-7.42,20.25,-8.15
-8.87,20.25,-6.41
-10.68,20.25,-8.15
-8.69,18.64,-6.59
-9.23,18.46,-7.11
-10.68,17.38,-5.72
-11.40,17.38,-7.11
-11.22,17.21,-7.97
-12.85,15.95,-6.07
-11.22,16.13,-6.93
-11.94,17.21,-6.59
-12.13,16.31,-7.45
-13.39,15.41,-7.28
-12.49,15.59,-5.72
-14.12,14.70,-5.89
-14.66,15.59,-5.37
-16.47,15.23,-6.41
-14.12,13.98,-5.89
-13.57,15.23,-6.76
-14.66,13.80,-6.41
-14.30,14.52,-6.07
-14.48,14.70,-5.89
-13.21,13.80,-6.76
-15.75,14.88,-6.41
-14.84,13.26,-7.63
-13.75,13.62,-5.89
-15.20,13.62,-6.59
-14.84,13.26,-5.89
-16.65,15.05,-6.59
-16.29,15.77,-5.55
-16.83,14.52,-6.41
-17.01,15.41,-4.51
-17.19,14.52,-5.03
-18.46,13.62,-5.20
-17.56,15.95,-4.33
-17.01,16.49,-5.20
-17.92,16.31,-5.03
-18.64,16.31,-5.03
-18.82,17.56,-3.12
-17.37,16.85,-5.20
-17.74,16.13,-4.51
-17.74,16.85,-5.20
-17.56,15.59,-4.68
-15.75,15.23,-5.03
-14.84,16.13,-5.20
-15.02,14.16,-6.07
-15.56,13.26,-6.59
-14.66,13.80,-6.76
-15.38,12.37,-5.72
-15.20,12.55,-7.28
-13.03,12.19,-6.59
-14.66,12.01,-7.80
-15.38,12.72,-7.45
-13.39,11.11,-7.63
-13.57,9.86,-10.23
-14.84,10.75,-9.36
-14.12,10.75,-8.32
-13.03,8.24,-8.67
-12.67,8.60,-9.02
-13.39,6.81,-10.06
-13.57,4.48,-11.62
-13.03,5.38,-10.40
-14.66,3.76,-10.92
-12.85,4.12,-12.31
-12.31,3.94,-14.22
-10.68,3.76,-13.70
-12.31,2.15,-13.87
-10.50,1.43,-14.56
-10.68,1.97,-15.08
-10.32,0.90,-16.82
-8.87,-0.90,-16.82
-9.41,-1.08,-18.03
-10.86,-1.43,-18.38
-8.69,-3.58,-19.42
-9.77,-3.23,-21.84
-9.41,-2.51,-22.88
-8.69,-3.58,-23.58
-9.23,-4.84,-23.75
-7.78,-4.84,-24.44
-6.52,-5.74,-24.27
-6.33,-6.99,-27.22
-7.78,-6.99,-27.57
-8.33,-8.24,-29.47
-8.14,-8.42,-31.03
-7.42,-9.50,-32.42
-7.60,-9.68,-31.90
-7.60,-11.11,-33.63
-6.15,-11.47,-33.98
-7.06,-9.86,-36.58
-6.70,-11.29,-37.27
-5.79,-10.04,-39.18
-6.70,-11.65,-40.74
-5.79,-13.26,-40.91
-6.15,-11.83,-41.61
-6.70,-13.80,-42.47
-5.97,-12.72,-44.21
-6.52,-12.55,-45.42
-5.43,-12.90,-46.81
-5.07,-11.83,-48.20
-6.70,-13.08,-50.10
-6.88,-13.26,-51.32
-7.78,-13.44,-51.84
-7.06,-12.37,-51.84
-6.15,-13.26,-54.09
-7.24,-13.98,-56.17
-7.78,-14.16,-57.38
-7.42,-13.80,-57.73
-7.60,-13.98,-58.94
-7.42,-12.72,-60.85
-7.42,-11.29,-62.24
-8.51,-12.01,-63.97
-8.87,-11.29,-65.01
-9.41,-10.04,-65.19
-8.69,-10.04,-67.96
-9.41,-11.11,-70.73
-9.23,-9.50,-70.91
-9.59,-9.14,-73.68
-11.40,-7.35,-73.68
-11.58,-8.60,-75.59
-12.85,-5.56,-77.50
-12.13,-7.35,-76.11
-12.49,-5.56,-78.19
-14.48,-5.38,-79.75
-15.75,-3.41,-81.66
-14.30,-4.84,-82.70
-16.47,-3.76,-81.66
-17.56,-2.69,-83.04
-18.82,-1.43,-85.99
-19.36,-2.69,-86.16
-18.46,0.00,-86.68
-20.81,0.54,-87.20
-20.63,2.51,-88.76
-22.62,3.05,-88.24
-24.07,4.12,-90.32
-23.17,7.53,-92.23
-25.34,8.60,-92.92
-25.34,9.32,-91.19
-25.88,9.86,-92.75
-26.60,10.22,-93.10
-27.33,13.08,-93.10
-28.23,16.49,-93.62
-30.22,15.59,-93.79
-29.86,17.38,-93.79
-30.04,19.00,-93.96
-30.59,20.61,-94.48
-32.21,21.87,-94.31
-32.40,22.76,-94.48
-33.12,24.20,-93.44
-32.58,24.02,-95.01
-32.03,23.84,-94.48
-33.84,25.99,-94.48
-33.30,27.60,-93.96
-34.21,27.06,-92.40
-33.48,28.50,-93.44
-34.21,29.57,-92.75
-33.84,28.50,-93.79
-34.39,29.39,-92.58
-34.57,30.65,-93.44
-34.93,31.36,-92.75
-34.39,31.18,-92.23
-33.66,33.69,-92.23
-33.48,32.44,-93.79
-33.66,32.26,-92.58
-33.12,34.95,-92.75
-34.93,32.80,-92.75
-35.29,33.51,-92.06
-34.02,32.98,-91.88
-33.84,33.16,-92.06
-35.29,31.36,-92.75
-35.29,34.59,-92.40
-33.48,32.44,-93.79
-33.30,32.98,-93.27
-33.48,31.72,-93.79
-32.76,32.08,-93.44
-32.94,26.88,-93.27
-33.66,29.39,-95.01
-32.21,28.68,-93.96
-32.21,26.17,-92.23
-32.40,25.27,-94.31
-32.03,24.20,-93.44
-30.04,21.87,-93.96
-30.22,20.97,-93.44
-29.32,20.43,-93.96
-28.05,19.18,-94.48
-27.15,17.21,-93.27
-27.15,15.23,-94.31
-25.70,13.26,-94.66
-23.35,12.01,-92.06
-23.71,9.86,-93.79
-23.17,10.04,-92.58
-22.08,8.24,-92.23
-18.82,6.81,-90.84
-19.36,5.20,-89.98
-17.74,3.94,-88.76
-16.11,2.33,-89.28
-16.29,0.72,-85.99
-14.66,0.18,-85.12
-13.57,-0.54,-84.43
-12.67,-2.15,-82.52
-11.94,-5.38,-82.18
-10.13,-4.66,-80.44
-8.14,-5.91,-78.19
-6.70,-6.63,-76.45
-5.25,-8.78,-72.99
-5.97,-5.91,-72.64
-5.25,-8.07,-70.91
-5.97,-9.50,-67.79
-4.16,-11.29,-65.01
-4.71,-10.39,-65.53
-3.44,-8.07,-63.28
-2.17,-10.75,-61.72
-0.90,-9.86,-58.08
-0.54,-10.93,-57.04
-1.09,-8.60,-53.40
-0.54,-9.50,-50.80
-1.63,-8.42,-50.80
-0.18,-10.57,-45.60
0.00,-8.96,-43.69
0.72,-8.60,-42.65
-2.35,-9.50,-39.35
-0.36,-7.89,-37.45
-1.99,-6.63,-35.89
-3.08,-6.27,-33.11
-3.26,-6.81,-32.25
-4.34,-4.30,-29.82
-4.16,-4.12,-28.95
-5.43,-2.87,-25.66
-5.79,-2.15,-25.31
-4.89,-0.54,-23.75
-6.15,1.43,-23.23
-6.52,1.43,-21.15
-7.06,3.05,-21.32
-5.79,3.23,-18.38
-7.06,5.20,-18.20
-7.60,5.38,-17.34
-8.33,7.89,-16.99
-9.59,6.27,-15.43
-8.51,8.78,-15.78
-8.69,9.32,-13.87
-9.23,12.37,-12.66
-9.05,11.11,-12.14
-9.95,11.65,-12.31
-9.77,13.98,-12.48
-11.40,14.16,-10.23
-12.13,13.80,-11.62
-12.49,16.67,-9.54
-11.94,14.70,-10.06
-13.57,16.67,-8.15
-13.21,18.10,-8.84
-14.30,16.31,-6.41
-12.31,17.56,-7.28
-12.13,17.03,-6.76
-11.76,15.59,-8.15
-12.85,15.59,-6.76
-12.13,15.59,-7.11
-11.94,16.13,-6.93
-12.85,15.59,-7.80
-12.13,14.16,-7.11
-13.75,13.62,-7.28
-14.48,16.49,-7.28
-14.12,15.41,-8.32
-14.30,14.16,-6.41
-14.66,14.88,-7.11
-14.30,14.16,-8.49
-16.11,14.16,-6.07
-16.83,14.16,-6.41
-16.29,12.19,-4.85
-17.92,13.08,-2.95
-17.37,13.26,-6.59
-17.92,13.80,-3.64
-18.28,13.44,-4.68
-19.91,13.62,-4.85
